Fuel_consumption,Engine_speed,Engine_coolant_temperature,Current_Gear,Vehicle_speed
1344,2117,84,4,48
934.4,1789,84,5,48
883.2,1715,84,5,49
409.6,1638,84,5,48
409.6,1572,84,5,47
281.6,1587,84,5,46
1177.6,1667,84,5,47
947.2,1631,84,5,47
1139.2,1659,84,5,48
358.4,1611,84,5,48
857.6,1684,84,5,47
2073.6,2021,84,5,48
64,1768,84,4,51
1356.8,1974,84,5,51
1728,2081,84,5,52
857.6,1910,84,5,53
524.8,1752,84,5,52
115.2,1718,84,5,51
1036.8,1772,84,5,50
1164.8,1745,84,5,51
1216,1766,84,5,51
640,1757,84,5,51
166.4,1698,84,5,50
281.6,1688,84,5,49
640,1676,84,5,48
1126.4,1718,84,5,48
1267.2,1700,84,5,49
883.2,1747,84,5,49
1011.2,1740,84,5,49
230.4,1514,84,5,45
128,1192,84,5,37
332.8,984,84,4,30
332.8,943,84,4,25
332.8,885,84,3,17
409.6,903,84,3,12
409.6,839,85,3,8
371.2,821,85,1,6
358.4,770,85,1,4
396.8,775,85,1,1
358.4,728,85,1,0
332.8,672,85,1,0
332.8,668,85,1,0
320,673,85,1,0
332.8,669,86,1,0
320,672,86,1,0
76.8,676,86,1,0
345.6,670,86,1,0
320,671,86,1,0
332.8,669,87,1,0
332.8,670,87,1,0
320,672,87,1,0
332.8,667,87,1,0
332.8,669,87,1,0
332.8,669,87,1,0
320,667,87,1,0
332.8,671,87,1,0
320,667,87,1,0
320,668,87,1,0
332.8,669,87,1,0
332.8,666,87,1,0
332.8,670,87,1,0
320,669,87,1,0
332.8,667,87,1,0
345.6,667,87,1,0
332.8,666,87,1,0
332.8,670,87,1,0
345.6,668,87,1,0
332.8,667,87,1,0
332.8,668,87,1,0
345.6,670,87,1,0
345.6,665,87,1,0
332.8,669,87,1,0
332.8,669,87,1,0
345.6,669,87,1,0
345.6,668,87,1,0
332.8,669,87,1,0
332.8,668,87,1,0
76.8,673,87,1,0
332.8,671,87,1,0
332.8,667,87,1,0
332.8,669,87,1,0
345.6,669,87,1,0
332.8,667,87,1,0
332.8,669,87,1,0
345.6,667,87,1,0
332.8,668,87,1,0
332.8,670,87,1,0
332.8,668,87,1,0
332.8,670,87,1,0
332.8,666,87,1,0
332.8,671,87,1,0
345.6,665,87,1,0
332.8,671,87,1,0
332.8,668,87,1,0
345.6,669,87,1,0
345.6,671,87,1,0
332.8,670,87,1,0
345.6,673,87,1,0
332.8,665,87,1,0
332.8,672,87,1,0
358.4,681,87,1,0
358.4,724,87,1,0
614.4,997,87,1,2
1049.6,1538,87,1,7
1433.6,1995,87,1,11
1664,2342,87,1,16
1024,1886,87,2,18
1638.4,2167,86,2,21
166.4,1914,86,2,26
1740.8,1919,85,3,28
1433.6,2118,85,3,31
550.4,1730,84,4,31
2022.4,2064,84,3,32
2534.4,2437,84,3,35
832,1878,83,4,36
1344,1926,83,4,37
1587.2,1903,83,4,39
1024,1978,83,4,40
934.4,2019,83,4,41
1292.8,1995,83,4,41
2188.8,2112,83,4,43
1356.8,1996,83,4,45
1203.2,1739,84,5,46
1177.6,1639,84,5,47
281.6,1491,84,5,46
0,1457,84,5,44
0,1356,84,5,41
0,1317,84,5,40
0,1311,84,5,38
243.2,979,85,5,37
345.6,975,85,5,36
345.6,942,85,5,33
320,961,85,4,29
281.6,919,85,4,28
268.8,880,85,4,27
281.6,834,85,4,23
307.2,895,85,3,20
780.8,1379,85,3,19
998.4,1597,86,3,21
384,1320,86,3,21
332.8,1127,86,3,18
345.6,1025,86,3,16
89.6,916,85,3,14
384,885,85,3,12
396.8,847,85,3,9
396.8,822,85,1,5
384,785,85,1,0
345.6,718,85,1,0
320,671,85,1,0
320,671,85,1,0
320,672,85,1,0
332.8,700,85,1,0
486.4,952,85,1,2
371.2,875,85,1,4
345.6,827,85,1,5
345.6,775,85,1,3
409.6,770,85,1,0
358.4,695,85,1,0
332.8,668,86,1,0
332.8,669,86,1,0
345.6,669,86,1,0
332.8,670,86,1,0
332.8,669,86,1,0
345.6,666,86,1,0
332.8,669,86,1,0
332.8,670,86,1,0
332.8,669,86,1,0
332.8,666,86,1,0
332.8,669,86,1,0
332.8,670,87,1,0
332.8,667,87,1,0
332.8,666,87,1,0
332.8,668,87,1,0
332.8,666,87,1,0
345.6,692,87,1,0
358.4,694,87,1,0
332.8,716,87,1,2
1062.4,1362,87,1,5
422.4,1181,87,1,7
307.2,888,87,1,7
89.6,801,87,1,6
345.6,756,87,1,4
422.4,772,87,1,3
396.8,768,87,1,3
396.8,759,86,1,0
358.4,700,86,1,0
332.8,669,86,1,0
345.6,669,86,1,0
345.6,673,86,1,0
345.6,671,86,1,0
345.6,670,86,1,0
332.8,671,86,1,0
345.6,669,86,1,0
345.6,671,86,1,0
332.8,669,86,1,0
345.6,670,86,1,0
345.6,670,86,1,0
345.6,670,86,1,0
345.6,667,86,1,0
345.6,670,86,1,0
332.8,670,86,1,0
345.6,669,86,1,0
345.6,670,86,1,0
332.8,669,86,1,0
332.8,669,86,1,0
345.6,673,86,1,0
332.8,668,86,1,0
332.8,667,86,1,0
345.6,671,87,1,0
332.8,667,87,1,0
332.8,667,87,1,0
25.6,655,87,1,0
332.8,672,87,1,0
345.6,669,87,1,0
332.8,670,87,1,0
332.8,668,87,1,0
345.6,668,87,1,0
332.8,665,87,1,0
345.6,668,87,1,0
332.8,670,87,1,0
345.6,666,87,1,0
345.6,669,87,1,0
345.6,669,87,1,0
345.6,667,87,1,0
358.4,669,87,1,0
345.6,667,87,1,0
345.6,666,87,1,0
345.6,667,87,1,0
345.6,668,87,1,0
345.6,668,87,1,0
345.6,671,87,1,0
345.6,670,87,1,0
345.6,663,87,1,0
345.6,673,87,1,0
358.4,667,87,1,0
345.6,672,87,1,0
345.6,666,87,1,0
358.4,667,87,1,0
358.4,667,87,1,0
345.6,667,87,1,0
345.6,671,87,1,0
358.4,669,87,1,0
89.6,667,87,1,0
345.6,668,87,1,0
358.4,670,87,1,0
358.4,667,87,1,0
345.6,669,87,1,0
345.6,671,87,1,0
371.2,673,87,1,0
345.6,668,87,1,0
345.6,669,87,1,0
358.4,674,87,1,0
358.4,670,87,1,0
358.4,680,87,1,0
358.4,667,87,1,0
384,721,87,1,0
780.8,1160,87,1,3
524.8,1108,87,1,6
704,1236,87,1,7
1280,1820,87,1,10
2496,2622,87,1,16
2483.2,2731,87,2,21
1958.4,2566,87,2,26
627.2,2069,86,3,26
3123.2,2706,86,2,29
1830.4,2997,85,2,32
332.8,1907,85,3,27
460.8,1328,84,3,19
550.4,1101,84,3,12
460.8,951,84,3,11
422.4,886,83,3,10
422.4,848,83,3,7
384,831,83,1,5
89.6,816,83,1,4
486.4,1021,83,1,5
576,1312,83,1,7
409.6,1272,83,1,8
294.4,935,84,1,8
320,878,84,1,8
294.4,835,84,1,6
307.2,775,84,1,4
371.2,768,85,1,2
371.2,745,85,1,0
345.6,723,85,1,2
371.2,747,86,1,0
320,682,86,1,0
320,669,86,1,0
320,669,86,1,0
332.8,669,87,1,0
307.2,672,87,1,0
307.2,670,87,1,0
320,671,87,1,0
307.2,667,87,1,0
307.2,666,87,1,0
320,669,87,1,0
332.8,667,87,1,0
320,670,87,1,0
320,669,87,1,0
332.8,668,87,1,0
320,667,87,1,0
320,669,87,1,0
332.8,671,87,1,0
332.8,670,87,1,0
320,670,87,1,0
345.6,669,87,1,0
25.6,664,87,1,0
345.6,668,87,1,0
332.8,667,87,1,0
332.8,669,87,1,0
332.8,666,87,1,0
345.6,669,87,1,0
332.8,670,87,1,0
332.8,664,87,1,0
332.8,668,87,1,0
345.6,668,87,1,0
332.8,667,87,1,0
345.6,668,87,1,0
332.8,672,87,1,0
332.8,667,87,1,0
332.8,668,87,1,0
345.6,667,87,1,0
332.8,666,87,1,0
332.8,667,87,1,0
345.6,668,87,1,0
358.4,691,87,1,0
755.2,1204,87,1,2
755.2,1349,87,1,7
345.6,976,87,1,5
448,777,87,1,3
435.2,780,87,1,0
371.2,706,87,1,0
358.4,676,87,1,0
345.6,674,86,1,0
358.4,676,86,1,0
345.6,676,86,1,0
332.8,674,86,1,0
38.4,674,86,1,0
345.6,670,86,1,0
345.6,672,86,1,0
332.8,671,86,1,0
345.6,670,86,1,0
320,669,86,1,0
332.8,666,86,1,0
345.6,668,86,1,0
332.8,668,86,1,0
332.8,669,86,1,0
332.8,668,86,1,0
332.8,667,86,1,0
345.6,668,86,1,0
332.8,665,87,1,0
332.8,668,87,1,0
345.6,667,87,1,0
345.6,667,87,1,0
332.8,670,87,1,0
358.4,688,87,1,0
332.8,670,87,1,0
345.6,669,87,1,0
332.8,669,87,1,0
332.8,669,87,1,0
345.6,669,87,1,0
345.6,669,87,1,0
345.6,666,87,1,0
345.6,670,87,1,0
345.6,667,87,1,0
345.6,667,87,1,0
345.6,667,87,1,0
358.4,670,87,1,0
345.6,670,87,1,0
345.6,667,87,1,0
358.4,693,87,1,0
371.2,704,87,1,0
332.8,669,87,1,0
358.4,703,87,1,0
345.6,687,87,1,0
345.6,687,87,1,0
345.6,678,87,1,0
345.6,665,87,1,0
345.6,670,87,1,0
345.6,675,87,1,0
345.6,670,87,1,0
345.6,672,87,1,0
345.6,673,87,1,0
358.4,669,87,1,0
345.6,666,87,1,0
89.6,665,87,1,0
345.6,666,87,1,0
345.6,668,87,1,0
358.4,667,87,1,0
345.6,674,87,1,0
627.2,1052,87,1,1
563.2,1081,87,1,4
537.6,1131,87,1,6
742.4,1398,87,1,8
588.8,1453,87,1,9
1267.2,1932,87,1,11
1561.6,2204,87,1,15
1203.2,1938,86,2,18
1459.2,2170,86,2,21
499.2,1859,86,2,22
422.4,1335,85,3,22
435.2,1393,85,3,21
396.8,1253,84,3,19
384,1126,84,3,18
384,1029,84,3,15
409.6,909,84,3,11
422.4,845,84,3,9
384,835,84,3,6
345.6,832,84,1,5
499.2,1110,84,1,6
678.4,1383,84,1,8
1152,1850,84,1,11
601.6,1770,84,1,13
550.4,1313,84,2,13
345.6,1037,84,2,11
332.8,930,84,2,9
371.2,838,84,2,6
371.2,807,84,1,4
409.6,791,84,1,3
396.8,777,84,1,3
384,784,84,1,3
371.2,786,85,1,3
371.2,800,85,1,4
358.4,812,85,1,4
384,902,85,1,5
384,1026,85,1,6
281.6,841,86,1,6
76.8,818,86,1,7
307.2,822,86,1,8
294.4,812,86,1,9
307.2,826,86,1,10
294.4,855,86,2,12
281.6,841,86,2,10
307.2,791,86,2,7
345.6,771,86,1,5
371.2,759,87,1,4
396.8,765,87,1,0
345.6,699,87,1,0
345.6,674,86,1,0
332.8,675,86,1,0
345.6,668,86,1,0
345.6,674,86,1,0
332.8,670,86,1,0
345.6,673,86,1,0
332.8,673,86,1,0
345.6,669,86,1,0
332.8,667,86,1,0
358.4,706,86,1,2
371.2,763,86,1,4
332.8,773,86,1,5
320,781,86,1,5
307.2,798,86,1,7
307.2,799,86,1,7
320,818,86,1,8
614.4,1278,86,1,8
1369.6,1960,86,1,11
1894.4,2394,86,1,16
1638.4,2128,86,2,20
1382.4,2282,86,2,23
780.8,1672,85,3,24
1472,1952,85,3,27
1164.8,1955,85,3,28
678.4,1884,84,3,29
1779.2,2095,84,3,29
908.8,1943,84,3,29
627.2,1538,84,4,28
652.8,1331,83,4,27
486.4,1210,83,4,25
1228.8,1708,83,3,24
704,1589,83,3,23
486.4,1439,83,3,22
1548.8,1782,83,3,22
1420.8,1726,83,3,23
1036.8,1669,83,3,23
1600,1878,83,3,24
2265.6,2072,84,3,26
1344,1913,84,3,27
1152,1825,84,3,27
844.8,1805,84,3,28
1664,2149,84,3,31
1664,2099,84,4,34
1766.4,2085,85,4,38
537.6,1860,85,4,39
1088,1991,85,4,41
1856,2087,85,4,43
435.2,1744,85,4,43
1126.4,1716,84,5,43
1011.2,1720,84,5,44
1049.6,1580,84,5,44
1753.6,1574,84,5,45
1779.2,1624,84,5,47
1830.4,1694,84,5,49
2393.6,2127,84,5,51
2790.4,2362,84,5,52
2982.4,2811,84,4,54
2278.4,2350,84,5,56
2803.2,2375,84,5,57
2905.6,2391,84,5,59
2700.8,2332,84,5,59
1907.2,2227,84,5,58
1280,2020,84,5,57
3289.6,2766,84,4,56
1139.2,2431,84,4,55
1830.4,2155,84,5,54
2086.4,2183,84,5,54
1292.8,2012,84,5,53
1651.2,1918,84,5,53
742.4,1766,84,5,51
819.2,1750,84,5,49
2521.6,2413,85,4,48
844.8,2041,85,5,47
2137.6,2116,85,5,47
2073.6,2100,85,5,48
857.6,1790,85,5,48
1920,2092,85,4,49
844.8,1865,85,5,49
1536,1987,85,5,50
512,1674,85,5,49
537.6,1674,85,5,48
1587.2,1691,85,5,48
1305.6,1697,85,5,49
1996.8,2175,85,5,50
1459.2,2477,85,4,51
934.4,1917,85,5,50
627.2,1701,86,5,50
1088,1790,86,5,50
307.2,1662,86,5,49
588.8,1697,86,5,48
832,1714,86,5,48
332.8,1552,86,5,47
972.8,1684,86,5,47
217.6,1539,86,5,46
409.6,1561,86,5,45
921.6,1635,86,5,45
2572.8,2323,86,4,45
3558.4,3211,86,3,48
1548.8,2647,86,4,49
2035.2,2286,86,5,51
524.8,1720,86,5,51
51.2,1681,86,5,49
0,1495,86,5,43
0,1330,86,5,39
793.6,1465,86,5,38
1420.8,1712,86,5,39
576,1412,86,5,38
2009.6,1964,86,5,39
1817.6,2170,86,4,41
960,2020,86,4,41
307.2,1903,86,4,40
0,1798,86,4,38
0,1575,86,4,33
0,1418,86,4,30
268.8,1386,86,4,28
1920,1931,86,4,29
2892.8,2388,86,3,32
1561.6,2313,86,3,35
588.8,1730,86,4,35
780.8,1726,86,4,34
1715.2,1790,86,4,36
601.6,1714,85,4,36
1203.2,1831,85,4,37
1472,1854,85,4,38
1625.6,1933,85,4,40
870.4,1972,85,4,41
998.4,1990,85,4,40
2137.6,2064,85,4,42
652.8,1932,85,4,42
460.8,1432,85,5,42
473.6,1426,84,5,41
448,1394,84,5,40
243.2,1230,84,5,38
307.2,1049,84,5,34
294.4,1037,84,4,32
448,1238,84,4,30
716.8,1565,84,4,30
294.4,1243,84,4,28
268.8,981,84,4,26
268.8,927,84,4,24
268.8,907,84,3,23
332.8,1153,84,3,22
588.8,1434,84,3,21
1228.8,1727,84,3,22
755.2,1620,84,3,24
396.8,1399,84,3,23
614.4,1473,84,3,22
1587.2,1867,84,3,24
1715.2,1925,84,3,27
1254.4,2000,84,3,29
1510.4,2082,84,3,30
1971.2,2012,84,4,33
627.2,1602,84,4,33
1830.4,1836,84,4,35
3225.6,2611,84,3,37
2137.6,2474,84,3,40
2854.4,2380,84,4,42
2150.4,2298,84,4,45
1305.6,1850,84,5,46
908.8,1727,84,5,46
1011.2,1667,84,5,47
908.8,1632,84,5,47
166.4,1593,84,5,46
857.6,1622,84,5,46
1062.4,1600,84,5,46
1510.4,1629,84,5,47
1548.8,1671,84,5,48
1932.8,1714,84,5,50
2214.4,2007,84,5,51
3596.8,2807,84,4,53
3776,2919,84,4,56
3494.4,2864,84,4,58
3097.6,2440,84,5,60
2483.2,2396,84,5,62
857.6,2185,84,5,62
2048,2221,85,5,63
1625.6,2189,85,5,63
985.6,2182,85,5,63
627.2,2148,85,5,62
1638.4,2178,85,5,62
1100.8,2137,85,5,62
1164.8,2169,85,5,62
1331.2,2273,85,5,62
537.6,2063,85,5,61
166.4,2055,85,5,60
0,2000,85,5,58
704,1979,85,5,57
1100.8,1970,85,5,57
1523.2,2060,85,5,57
1920,2043,85,5,58
1049.6,2012,85,5,58
1523.2,2033,85,5,59
1651.2,2060,85,5,60
998.4,2109,85,5,60
473.6,2119,85,5,61
1241.6,2124,85,5,62
1651.2,2154,85,5,63
2329.6,2203,85,5,64
1190.4,2214,85,5,65
396.8,2172,85,5,64
1088,2200,85,5,63
921.6,2186,85,5,63
691.2,2116,85,5,62
294.4,2043,85,5,60
0,1954,85,5,58
0,1808,85,5,53
0,1681,85,5,50
396.8,1679,85,5,48
627.2,1630,85,5,47
115.2,1397,85,5,42
140.8,1346,84,5,39
371.2,1257,84,5,38
320,1004,84,5,33
320,1015,84,4,30
1100.8,1596,84,4,30
1177.6,1752,84,4,31
1100.8,1733,84,4,32
678.4,1648,84,4,32
1152,1729,84,4,33
1497.6,1771,84,4,34
1625.6,1787,84,4,37
2201.6,1897,84,4,39
2380.8,2038,84,4,42
2547.2,2187,84,4,45
2841.6,2336,84,4,48
2035.2,2429,84,4,51
1907.2,2071,84,5,52
3494.4,2805,84,4,54
2918.4,2860,84,4,56
1907.2,2272,84,5,58
2816,2392,84,5,59
281.6,2179,84,5,61
1664,2180,84,5,62
1587.2,2165,84,5,63
1638.4,2185,84,5,63
1843.2,2369,84,5,64
2252.8,2472,84,5,65
2086.4,2479,84,5,66
2611.2,2417,84,5,67
2700.8,2406,84,5,68
2380.8,2189,84,6,69
2214.4,1951,84,6,70
2265.6,2008,84,6,71
3033.6,2497,84,5,72
2944,2747,84,5,73
1868.8,2513,85,5,73
1804.8,2185,85,6,74
2355.2,2130,85,6,74
2432,2071,85,6,75
2342.4,2039,85,6,76
2265.6,2055,85,6,77
742.4,2041,85,6,76
460.8,1999,85,6,75
153.6,1952,85,6,73
0,1901,85,6,72
0,1854,86,6,70
0,1807,86,6,68
0,1759,86,6,67
0,1704,86,6,65
358.4,1617,85,6,63
128,1538,85,6,60
281.6,1191,85,6,54
51.2,1378,84,5,50
294.4,1261,84,5,46
268.8,1111,84,5,43
256,979,84,5,40
345.6,1056,84,5,38
1561.6,1790,84,5,37
2649.6,2285,84,4,39
2956.8,2388,84,4,42
1305.6,2151,84,4,43
409.6,1492,84,5,42
486.4,1370,84,5,39
448,1296,84,5,38
307.2,1106,84,5,36
1574.4,1845,84,4,36
908.8,1845,84,4,36
281.6,1554,84,4,34
0,1401,84,4,29
281.6,1015,84,4,25
332.8,970,84,3,21
435.2,1127,84,3,18
409.6,1010,84,3,15
409.6,939,84,3,14
396.8,887,84,3,12
422.4,854,84,3,11
409.6,859,84,3,10
396.8,858,84,3,10
396.8,852,84,3,10
384,830,84,3,9
384,821,84,3,8
358.4,849,84,3,7
422.4,1046,84,1,6
140.8,1403,85,1,8
550.4,1446,85,1,9
537.6,1514,85,1,9
524.8,1530,85,1,9
486.4,1524,85,1,9
384,1333,85,1,9
307.2,1012,85,1,8
448,1238,84,1,7
499.2,1288,84,1,8
358.4,1103,84,1,7
819.2,1455,84,1,8
947.2,1778,84,1,10
1331.2,1934,84,1,13
1113.6,1739,84,2,15
384,1433,84,2,15
294.4,1182,84,2,14
320,1064,84,2,12
422.4,1181,84,2,12
294.4,974,84,2,11
537.6,1159,84,2,10
537.6,1170,84,2,10
627.2,1267,84,2,11
409.6,1127,84,2,11
281.6,910,84,2,10
307.2,860,84,2,8
332.8,830,84,2,8
320,806,84,2,7
320,806,84,1,5
320,817,84,1,5
422.4,938,84,1,5
422.4,1018,84,1,5
102.4,1565,85,1,6
806.4,1571,85,1,9
550.4,1571,85,1,9
972.8,1838,85,1,11
486.4,1400,85,1,12
435.2,1142,85,2,11
422.4,1133,85,2,11
320,989,85,2,10
320,921,85,2,10
332.8,931,85,2,9
524.8,1113,85,2,9
384,998,85,2,9
358.4,972,85,2,9
652.8,1248,85,2,10
332.8,1017,85,2,10
281.6,910,85,2,9
345.6,943,85,2,9
294.4,876,85,2,9
307.2,837,85,2,8
358.4,940,85,2,8
281.6,867,85,1,7
294.4,847,85,1,7
320,843,85,1,6
358.4,945,85,1,6
345.6,1006,85,1,6
281.6,853,85,1,6
307.2,840,85,1,5
396.8,945,85,1,5
320,919,85,1,5
294.4,839,85,1,5
332.8,825,85,1,5
358.4,828,85,1,5
345.6,786,85,1,4
384,827,85,1,4
64,855,85,1,5
345.6,887,85,1,5
396.8,993,85,1,5
281.6,869,85,1,5
294.4,835,85,1,5
345.6,844,85,1,5
409.6,993,86,1,5
307.2,917,86,1,5
384,1000,86,1,6
256,862,86,1,6
320,873,86,1,5
422.4,1059,86,1,6
358.4,1044,86,1,6
307.2,1004,86,1,6
307.2,906,85,1,6
332.8,924,85,1,6
396.8,1075,85,1,6
371.2,1080,85,1,7
268.8,849,85,1,6
294.4,836,85,1,6
307.2,836,85,1,6
307.2,842,85,1,6
307.2,842,85,1,6
371.2,969,85,1,6
435.2,1157,85,1,7
384,1214,85,1,7
281.6,906,85,1,7
384,1066,85,1,7
371.2,1198,85,1,7
345.6,1183,85,1,8
294.4,923,85,1,8
409.6,1245,85,1,8
128,1358,85,1,8
486.4,1431,85,1,9
332.8,1235,84,1,9
294.4,875,84,1,9
320,830,84,1,8
320,807,84,1,6
320,801,84,1,5
332.8,822,84,1,5
396.8,967,84,1,5
281.6,894,84,1,6
307.2,838,84,1,6
307.2,835,84,1,6
294.4,834,84,1,5
294.4,792,84,1,5
294.4,765,84,1,4
358.4,757,84,1,4
345.6,759,84,1,3
358.4,770,84,1,3
345.6,765,84,1,0
332.8,705,84,1,0
409.6,846,85,1,2
512,1124,85,1,5
422.4,1106,85,1,6
281.6,916,85,1,7
294.4,852,85,1,7
294.4,841,85,1,7
294.4,842,85,1,7
320,933,85,1,7
268.8,871,85,1,7
281.6,798,85,1,6
307.2,780,86,1,5
38.4,768,86,1,4
371.2,769,86,1,3
384,764,86,1,2
371.2,760,86,1,2
371.2,765,86,1,3
358.4,772,86,1,4
332.8,796,86,1,4
307.2,814,86,1,5
307.2,829,86,1,5
294.4,829,86,1,5
371.2,928,86,1,5
448,1106,86,1,7
281.6,907,86,1,7
307.2,821,86,1,7
307.2,804,86,1,6
307.2,821,86,1,6
320,829,86,1,7
307.2,822,86,1,7
320,795,86,1,6
320,780,86,1,5
345.6,757,86,1,4
396.8,781,86,1,4
384,758,86,1,3
409.6,770,86,1,3
396.8,775,86,1,4
345.6,802,86,1,5
371.2,904,86,1,5
307.2,883,86,1,6
307.2,831,86,1,6
307.2,809,86,1,6
307.2,780,86,1,5
51.2,770,86,1,5
320,773,86,1,4
332.8,780,86,1,4
332.8,812,86,1,5
320,803,86,1,5
294.4,771,86,1,5
332.8,761,86,1,4
384,762,86,1,4
396.8,766,86,1,3
396.8,765,86,1,0
358.4,689,86,1,0
332.8,665,86,1,0
358.4,695,86,1,2
384,764,86,1,3
358.4,785,86,1,4
307.2,797,86,1,5
294.4,804,86,1,5
371.2,910,86,1,6
396.8,1067,86,1,7
473.6,1226,86,1,8
524.8,1446,86,1,9
460.8,1530,86,1,10
281.6,1101,86,1,9
320,840,86,1,8
320,818,85,1,6
332.8,783,85,1,5
358.4,768,85,1,4
384,770,85,1,3
396.8,774,85,1,4
345.6,794,85,1,5
320,808,85,1,5
89.6,811,85,1,5
396.8,996,85,1,6
371.2,1099,85,1,7
281.6,848,85,1,7
294.4,790,85,1,5
345.6,763,85,1,3
384,769,85,1,3
384,767,85,1,3
371.2,787,85,1,4
332.8,791,85,1,4
409.6,947,85,1,5
320,923,85,1,6
294.4,839,85,1,7
371.2,969,85,1,7
384,1162,85,1,8
294.4,853,85,1,7
320,804,85,1,5
320,771,85,1,4
371.2,764,85,1,4
384,765,86,1,4
358.4,799,86,1,4
332.8,782,86,1,4
358.4,850,86,1,5
409.6,1005,86,1,6
294.4,872,86,1,6
307.2,809,86,1,6
307.2,779,86,1,5
332.8,760,86,1,4
396.8,772,86,1,4
358.4,806,86,1,5
345.6,818,86,1,5
320,828,86,1,6
12.8,835,86,1,6
371.2,939,86,1,7
384,1128,86,1,7
307.2,889,86,1,8
371.2,967,86,1,8
473.6,1400,86,1,9
409.6,1405,86,1,9
281.6,1078,86,1,10
320,870,86,1,9
320,819,85,1,6
384,769,85,1,3
396.8,776,85,1,3
384,769,85,1,4
384,842,85,1,4
358.4,950,85,1,5
384,1037,85,1,6
294.4,867,85,1,7
294.4,809,85,1,6
307.2,783,85,1,6
320,778,85,1,5
332.8,756,85,1,4
396.8,771,85,1,3
371.2,761,85,1,0
345.6,709,85,1,0
332.8,669,85,1,0
332.8,668,85,1,0
320,668,85,1,0
332.8,669,85,1,0
332.8,668,85,1,0
332.8,669,85,1,0
332.8,671,85,1,0
345.6,686,85,1,0
345.6,732,85,1,2
358.4,768,85,1,4
396.8,917,85,1,5
409.6,1067,85,1,6
281.6,873,85,1,7
281.6,836,85,1,8
294.4,838,86,1,8
294.4,837,86,1,8
294.4,811,86,1,7
307.2,789,86,1,5
307.2,763,86,1,4
384,766,86,1,3
384,767,86,1,4
371.2,755,86,1,4
371.2,767,86,1,3
384,772,86,1,3
371.2,780,86,1,4
358.4,868,86,1,5
332.8,924,86,1,6
281.6,831,86,1,6
294.4,782,86,1,5
345.6,756,86,1,4
371.2,801,86,1,4
332.8,826,86,1,5
307.2,831,86,1,5
294.4,815,86,1,5
294.4,803,86,1,5
307.2,795,86,1,5
76.8,809,86,1,5
294.4,814,86,1,6
294.4,818,86,1,6
294.4,792,86,1,6
307.2,815,86,1,7
307.2,825,86,1,7
345.6,943,86,1,8
281.6,913,86,1,8
281.6,812,86,1,7
294.4,791,86,1,6
320,795,86,1,5
320,800,86,1,5
332.8,856,86,1,5
448,1131,86,1,6
307.2,955,86,1,7
384,1105,86,1,8
435.2,1342,86,1,8
281.6,1050,86,1,8
307.2,838,85,1,8
307.2,816,85,1,7
320,823,85,1,6
460.8,1137,85,1,7
409.6,1254,85,1,8
307.2,1045,85,1,8
307.2,820,85,1,6
332.8,767,85,1,4
384,795,85,1,4
358.4,818,84,1,5
320,826,84,1,5
307.2,833,84,1,6
307.2,839,84,1,6
332.8,979,84,1,6
307.2,854,84,1,7
294.4,791,84,1,6
307.2,778,84,1,5
307.2,798,84,1,5
307.2,816,84,1,5
294.4,817,84,1,6
307.2,784,84,1,6
307.2,784,84,1,5
294.4,776,85,1,5
345.6,788,85,1,4
320,816,85,1,5
320,797,85,1,5
294.4,812,85,1,5
320,817,85,1,6
307.2,786,85,1,5
307.2,811,85,1,5
307.2,805,85,1,5
307.2,763,85,1,4
358.4,781,85,1,4
345.6,820,85,1,5
307.2,827,85,1,5
307.2,794,85,1,5
307.2,777,85,1,4
320,807,85,1,5
396.8,967,85,1,5
294.4,872,85,1,6
281.6,782,85,1,5
307.2,757,85,1,4
371.2,759,85,1,4
371.2,797,85,1,4
422.4,961,86,1,5
396.8,1033,86,1,6
294.4,843,86,1,6
294.4,790,86,1,5
307.2,771,86,1,4
332.8,761,86,1,4
384,773,86,1,3
384,764,86,1,2
371.2,758,86,1,2
371.2,770,86,1,3
371.2,790,86,1,4
332.8,814,86,1,5
0,821,86,1,5
307.2,821,86,1,5
307.2,826,86,1,5
448,1062,86,1,6
384,1064,86,1,7
281.6,868,86,1,7
332.8,980,86,1,7
281.6,856,86,1,7
294.4,792,86,1,6
307.2,774,86,1,5
358.4,756,86,1,3
384,761,86,1,0
332.8,694,86,1,0
345.6,735,86,1,2
371.2,768,86,1,3
345.6,789,86,1,4
332.8,811,86,1,4
320,823,86,1,5
332.8,834,86,1,5
320,840,86,1,5
396.8,950,86,1,5
307.2,887,86,1,5
307.2,858,86,1,5
320,922,86,1,6
409.6,1028,86,1,6
384,1071,86,1,6
320,984,86,1,6
396.8,1078,86,1,7
307.2,938,86,1,7
422.4,1144,85,1,7
384,1151,85,1,7
345.6,1109,85,1,7
294.4,829,85,1,7
307.2,825,85,1,6
294.4,819,85,1,6
307.2,809,85,1,6
307.2,800,85,1,6
307.2,802,85,1,5
320,816,85,1,5
320,822,85,1,5
409.6,958,85,1,5
384,1005,85,1,6
294.4,822,85,1,5
320,831,85,1,5
524.8,1130,85,1,6
307.2,930,85,1,6
294.4,821,85,1,6
307.2,814,85,1,5
307.2,806,85,1,5
307.2,818,85,1,5
332.8,818,85,1,5
345.6,820,85,1,5
345.6,821,85,1,5
358.4,827,85,1,5
384,889,85,1,5
345.6,920,85,1,5
